ID,S1_Progress,S2_Progress,S1_Attention1,S1_Attention2,S1_Attention3,S1_AttentionFailed,S2_Attention1,S2_Attention_2,S2_Attention_3,S2_AttentionFailed,Gender,Gender_TEXT,Ethnicity,Ethnicity_TEXT,Education,Religion,Religion_9_TEXT,Hel_Pr1,Hel_Pr2,Hel_Pr3,Hel_Pr4,Hel_Pr5,Hel_Pr6,Hel_Pr7,Age,Rrel_exp4,ICQ1,ICQ2,ICQ3,ICQ4,ICQ5,ICQ6,ICQ7,ICQ8,ICQ9,ICQ10,ICQ11,ICQ12,ICQ13,ICQ14,ICQ15,RecFP_1,RecFP_2,RecFP_3,RecFP_4,RecFP_5,RecFP_6,RecFP_7,RecFP_8,AuthFP_1,AuthFP_2,AuthFP_3,AuthFP_4,AuthFP_5,AuthFP_6,AuthFP_7,AuthFP_8
41,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Very much so,No,Male,,Indian,,Bachelor’s degree,Atheism,,Undecided,Agree,Undecided,Undecided,Undecided,Agree,Disagree,25,more than 3 years but less than 5 years,I'm always poor at this,I'm OK at this,I'm OK at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm always good at this,Quite important,Slightly important,Slightly important,Quite important,Quite important,Quite important,Slightly important,Slightly important,Slightly unimportant,Extremely important,Quite unimportant,Extremely unimportant,Extremely unimportant,Slightly unimportant,Extremely unimportant,Extremely unimportant
66,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,Bachelor’s degree,Islam,,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,29,more than 1 year but less than 3 years,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always poor at this,I'm only fair at this,I'm OK at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Quite unimportant,Extremely important,Slightly important,Extremely important,Extremely important,Quite important,Extremely unimportant
67,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,"Other, please specify:",Punjabi,High school graduate,Agnosticism,,Agree,Strongly agree,Strongly agree,Undecided,Strongly agree,Strongly disagree,Agree,25,7 - 12 months,I'm OK at this,I'm OK at this,I'm OK at this,I'm always poor at this,I'm always poor at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm OK at this,I'm always good at this,I'm OK at this,Extremely important,Extremely important,Quite important,Extremely important,Extremely important,Extremely unimportant,Extremely important,Extremely important,Extremely important,Slightly unimportant,Slightly unimportant,Slightly important,Slightly unimportant,Extremely unimportant,Extremely unimportant,Extremely unimportant
77,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Almost Always/Always,Moderately so,No,Female,,Malay,,Bachelor’s degree,Islam,,Strongly agree,Undecided,Undecided,Undecided,Undecided,Agree,Disagree,36,more than 3 years but less than 5 years,I'm OK at this,I'm OK at this,I'm OK at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,Extremely important,Extremely important,Extremely important,Quite important,Quite important,Extremely important,Quite important,Quite important,Slightly unimportant,Extremely unimportant,Slightly unimportant,Slightly unimportant,Quite important,Slightly important,Quite important,Slightly important
85,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Christianity,,Undecided,Undecided,Agree,Strongly disagree,Agree,Disagree,Disagree,25,1 - 6 months,I'm OK at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm always poor at this,I'm always good at this,I'm always good at this,Quite important,Quite important,Quite important,Quite important,Slightly important,Quite important,Slightly important,Quite important,Slightly unimportant,Extremely unimportant,Slightly unimportant,Quite unimportant,Quite unimportant,Slightly unimportant,Extremely unimportant,Extremely unimportant
111,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Master’s degree,"Other, please specify:",Rather not say,Strongly agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,31,1 - 6 months,I'm OK at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,Extremely important,Slightly important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Slightly important,Extremely important,Slightly important,Slightly important,Extremely important,Slightly unimportant,Slightly important
119,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Malay,,College/Pre-university graduate,Islam,,Disagree,Undecided,Agree,Strongly agree,Agree,Undecided,Strongly disagree,26,more than 3 years but less than 5 years,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,Extremely important,Quite important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Slightly unimportant,Slightly unimportant,Quite unimportant,Slightly important,Quite important,Slightly unimportant,Extremely unimportant
126,100,100,Disagree,Agree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,College/Pre-university graduate,Christianity,,Undecided,Agree,Undecided,Disagree,Agree,Disagree,Disagree,30,more than 1 year but less than 3 years,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,Extremely important,Quite important,Quite important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Slightly important,Quite important,Quite unimportant,Quite important,Quite unimportant,Quite important,Quite unimportant,Quite unimportant
135,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,"Other, please specify:",free thinker,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,25,more than 1 year but less than 3 years,I'm only fair at this,I'm only fair at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,Quite important,Quite important,Quite important,Quite important,Quite important,Extremely important,Quite important,Quite important,Slightly unimportant,Quite unimportant,Slightly unimportant,Slightly unimportant,Slightly unimportant,Slightly unimportant,Extremely unimportant,Slightly unimportant
176,100,100,Disagree,Neither agree nor disagree,Agree,No,Slightly important,Almost Always/Always,Very much so,Yes,Female,,Malay,,Master’s degree,Islam,,Undecided,Disagree,Agree,Agree,Agree,Undecided,Disagree,40,more than 5 years but less than 10 years,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm only fair at this,I'm OK at this,I'm OK at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,NA,NA,NA,NA,NA,NA,NA,NA
202,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Malay,,Master’s degree,Islam,,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,32,more than 3 years but less than 5 years,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,Quite important,Quite important,Quite important,Slightly important,Slightly important,Quite important,Extremely important,Slightly important,Slightly important,Quite unimportant,Slightly unimportant,Slightly important,Slightly unimportant,Slightly unimportant,Slightly unimportant,Quite unimportant
205,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,Bachelor’s degree,Islam,,Strongly disagree,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,25,7 - 12 months,I'm OK at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,Quite important,Slightly unimportant,Extremely important,Slightly important,Extremely important,Quite important,Extremely important,Extremely important,Slightly important,Quite unimportant,Slightly important,Slightly important,Quite important,Quite important,Slightly unimportant,Quite unimportant
212,100,100,Disagree,Agree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,College/Pre-university graduate,Islam,,Agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,38,7 - 12 months,I'm only fair at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,Extremely important,Quite important,Extremely important,Extremely important,Quite important,Extremely important,Extremely important,Extremely important,Quite important,Extremely unimportant,Quite important,Extremely important,Quite important,Quite important,Extremely unimportant,Quite unimportant
224,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,Professional degree,Islam,,Disagree,Agree,Undecided,Undecided,Undecided,Undecided,Disagree,30,NA,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm OK at this,I'm always poor at this,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm OK at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm only fair at this,Extremely important,Slightly important,Quite important,Quite important,Extremely important,Quite important,Extremely important,Quite important,Slightly unimportant,Extremely unimportant,Quite unimportant,Extremely unimportant,Slightly important,Extremely important,Extremely unimportant,Extremely unimportant
241,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Indian,,Bachelor’s degree,Hinduism,,Strongly agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,32,NA,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always good at this,Quite important,Slightly important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Extremely unimportant,Quite unimportant,Extremely unimportant,Slightly important,Slightly important,Extremely unimportant,Extremely unimportant
256,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Buddhism,,Undecided,Strongly disagree,Agree,Disagree,Agree,Agree,Disagree,25,NA,I'm OK at this,I'm always poor at this,I'm always poor at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,Quite important,Slightly important,Slightly important,Slightly important,Quite important,Quite important,Extremely important,Slightly important,Quite unimportant,Slightly unimportant,Slightly unimportant,Slightly important,Slightly important,Slightly important,Quite unimportant,Quite unimportant
259,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Buddhism,,Agree,Disagree,Strongly agree,Agree,Agree,Undecided,Disagree,25,1 - 6 months,I'm OK at this,I'm OK at this,I'm always poor at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,Extremely important,Quite important,Extremely important,Quite important,Extremely important,Extremely important,Extremely important,Quite important,Quite important,Slightly unimportant,Slightly unimportant,Quite important,Quite important,Quite important,Slightly unimportant,Slightly unimportant
271,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite important,Often,Moderately so,No,Male,,Malay,,High school graduate,Islam,,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,27,more than 1 year but less than 3 years,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm always good at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Slightly unimportant,Slightly unimportant,Quite important,Quite important,Extremely important,Slightly important,Extremely important,Slightly important
351,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,"Other, please specify:",Ceylonese Malaysian,College/Pre-university graduate,Hinduism,,Agree,Agree,Undecided,Agree,Agree,Disagree,Disagree,38,7 - 12 months,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Slightly important,Slightly important,Slightly important,Quite important,Slightly important,Slightly important,Slightly unimportant
411,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Bachelor’s degree,Buddhism,,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,31,more than 1 year but less than 3 years,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm always poor at this,I'm always poor at this,I'm OK at this,I'm always poor at this,I'm always good at this,Quite important,Slightly important,Quite important,Slightly important,Quite important,Quite important,Quite important,Quite important,Slightly important,Slightly important,Slightly unimportant,Quite unimportant,Slightly important,Quite important,Quite important,Quite unimportant
417,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite important,Often,Moderately so,No,Female,,Malay,,Doctorate,Islam,,Agree,Disagree,Strongly agree,Disagree,Agree,Agree,Disagree,31,more than 1 year but less than 3 years,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm always good at this,Quite important,Quite important,Quite important,Quite important,Quite important,Extremely important,Extremely important,Quite important,Slightly unimportant,Quite unimportant,Slightly important,Quite unimportant,Slightly important,Extremely important,Extremely important,Extremely unimportant
45,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Bachelor’s degree,Christianity,,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Undecided,Undecided,26,NA,I'm OK at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always poor at this,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm OK at this,Extremely important,Slightly important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Extremely important,Quite unimportant,Slightly unimportant,Quite unimportant,Quite important,Quite important,Quite important,Quite important,Quite unimportant
56,100,100,Disagree,Neither agree nor disagree,Somewhat agree,No,Quite unimportant,Often,Moderately so,No,Female,,"Other, please specify:",Sarawakian,College/Pre-university graduate,Islam,,Undecided,Undecided,Agree,Agree,Agree,Agree,Agree,35,more than 1 year but less than 3 years,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Slightly important,Slightly unimportant,Slightly important,Slightly important,Quite important,Slightly important,Slightly important
80,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Christianity,,Strongly agree,Strongly agree,Undecided,Strongly agree,Undecided,Strongly disagree,Undecided,28,1 - 6 months,I'm always good at this,I'm always good at this,I'm always good at this,I'm always poor at this,I'm OK at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm only fair at this,I'm only fair at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite unimportant,Slightly unimportant,Quite unimportant,Quite unimportant,Slightly unimportant,Slightly important,Quite important,Extremely unimportant
95,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,College/Pre-university graduate,Islam,,Agree,Disagree,Strongly agree,Undecided,Undecided,Undecided,Disagree,25,more than 3 years but less than 5 years,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm always good at this,I'm always good at this,I'm always poor at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,Quite important,Extremely important,Quite important,Quite important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly unimportant,Extremely unimportant,Slightly important,Slightly important,Slightly important,Quite important,Slightly important,Extremely unimportant
112,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Buddhism,,Strongly agree,Strongly agree,Undecided,Agree,Disagree,Undecided,Agree,30,more than 1 year but less than 3 years,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm only fair at this,Quite important,Slightly important,Quite important,Extremely important,Quite important,Quite important,Extremely important,Quite important,Quite unimportant,Slightly important,Slightly unimportant,Quite unimportant,Quite unimportant,Quite important,Slightly important,Extremely unimportant
132,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Indian,,Bachelor’s degree,Hinduism,,Agree,Disagree,Agree,Strongly agree,Undecided,Agree,Disagree,27,more than 3 years but less than 5 years,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm only fair at this,I'm always good at this,I'm only fair at this,I'm only fair at this,I'm always good at this,I'm always good at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Quite unimportant,Quite important,Quite important,Quite important,Slightly important,Extremely unimportant,Extremely unimportant
133,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Master’s degree,Atheism,,Undecided,Disagree,Agree,Disagree,Agree,Undecided,Disagree,25,1 - 6 months,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Slightly important,Extremely unimportant,Slightly unimportant,Quite unimportant,Slightly important,Quite unimportant,Extremely unimportant,Slightly unimportant
150,100,100,Disagree,Strongly agree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Bachelor’s degree,Buddhism,,Strongly agree,Strongly agree,Disagree,Agree,Undecided,Agree,Agree,26,NA,I'm OK at this,I'm OK at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm OK at this,I'm always poor at this,I'm always good at this,I'm OK at this,I'm only fair at this,Extremely important,Extremely important,Extremely important,Quite important,Quite important,Extremely important,Quite important,Quite important,Quite important,Slightly important,Slightly important,Quite important,Slightly important,Quite important,Quite important,Quite important
159,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,College/Pre-university graduate,Islam,,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,35,more than 3 years but less than 5 years,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm always good at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Slightly unimportant,Slightly important,Slightly unimportant,Extremely important,Slightly important,Slightly important,Slightly important
183,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,Master’s degree,Islam,,Strongly agree,Disagree,Disagree,Strongly agree,Agree,Agree,Disagree,35,7 - 12 months,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm always poor at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Slightly unimportant,Quite important,Slightly unimportant,Slightly important,Quite important,Quite unimportant,Extremely unimportant
191,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,Doctorate,Islam,,Disagree,Disagree,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,35,more than 3 years but less than 5 years,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Extremely unimportant,Quite important,Quite unimportant,Quite important,Quite important,Quite important,Extremely unimportant
200,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Agnosticism,,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Disagree,25,more than 5 years but less than 10 years,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm OK at this,I'm always poor at this,I'm only fair at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,Quite important,Quite important,Extremely important,Extremely important,Quite important,Extremely important,Extremely important,Quite important,Quite unimportant,Slightly important,Slightly important,Quite unimportant,Slightly important,Slightly important,Quite unimportant,Quite unimportant
211,100,100,Disagree,Agree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Malay,,College/Pre-university graduate,Islam,,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,32,more than 5 years but less than 10 years,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm always poor at this,I'm OK at this,Extremely important,Quite important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Slightly unimportant,Quite important,Slightly unimportant,Slightly important,Quite important,Quite important,Extremely unimportant
252,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Master’s degree,Buddhism,,Undecided,Agree,Agree,Disagree,Agree,Agree,Disagree,26,more than 5 years but less than 10 years,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm only fair at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm always good at this,Extremely important,Quite important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Quite unimportant,Slightly important,Extremely unimportant,Quite unimportant,Quite unimportant,Slightly important,Quite unimportant,Extremely unimportant
264,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Buddhism,,Agree,Agree,Undecided,Strongly agree,Strongly agree,Agree,Agree,26,more than 1 year but less than 3 years,I'm OK at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm only fair at this,Quite important,Quite important,Quite important,Slightly important,Extremely important,Quite important,Extremely important,Quite important,Slightly important,Slightly unimportant,Slightly important,Slightly important,Slightly important,Quite important,Quite unimportant,Quite unimportant
274,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Christianity,,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly disagree,32,NA,I'm only fair at this,I'm always good at this,I'm always poor at this,I'm always good at this,I'm only fair at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly unimportant,Slightly unimportant,Slightly unimportant,Quite unimportant,Quite important,Quite important,Slightly unimportant,Slightly important
286,100,100,Disagree,Agree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Master’s degree,Buddhism,,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Disagree,32,more than 5 years but less than 10 years,I'm always good at this,I'm only fair at this,I'm always good at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm only fair at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Quite unimportant,Quite unimportant,Quite unimportant,Slightly important,Slightly important,Extremely important,Quite important,Quite unimportant
