"ID","S1_Progress","S2_Progress","S1_Attention1","S1_Attention2","S1_Attention3","S1_AttentionFailed","S2_Attention1","S2_Attention_2","S2_Attention_3","S2_AttentionFailed","Gender","Gender_TEXT","Ethnicity","Ethnicity_TEXT","Education","Religion","Religion_9_TEXT","Hel_Pr1","Hel_Pr2","Hel_Pr3","Hel_Pr4","Hel_Pr5","Hel_Pr6","Hel_Pr7","Age","Rrel_exp4","ICQ1","ICQ2","ICQ3","ICQ4","ICQ5","ICQ6","ICQ7","ICQ8","ICQ9","ICQ10","ICQ11","ICQ12","ICQ13","ICQ14","ICQ15","RecFP_1","RecFP_2","RecFP_3","RecFP_4","RecFP_5","RecFP_6","RecFP_7","RecFP_8","AuthFP_1","AuthFP_2","AuthFP_3","AuthFP_4","AuthFP_5","AuthFP_6","AuthFP_7","AuthFP_8","Ethnicity_Chinese","Hel_Avg","SCavg","Initiation","SelfDisc","NegAssr","EmoSup","ConfMan","RecFP","AuthFP"
156,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,4,3,3,2,2,4,2,33,1,1,1,4,2,1,2,3,4,4,4,4,4,2,4,4,6,4,5,6,5,6,6,4,5,1,5,3,5,5,3,2,"Chinese",2.85714285714286,2.93333333333333,2,4,1.66666666666667,3.66666666666667,3.33333333333333,42,29
157,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,4,4,4,2,3,4,2,36,4,4,3,3,3,4,3,4,4,4,3,4,3,4,3,2,5,6,5,5,4,6,6,5,3,2,4,4,3,2,1,2,"Not Chinese",3.28571428571429,3.4,3.33333333333333,3.33333333333333,3.33333333333333,4,3,42,21
166,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,4,4,3,4,4,4,3,25,4,3,2,4,4,3,4,4,4,4,4,4,4,3,3,2,6,5,6,6,6,6,6,5,4,4,4,3,4,4,2,4,"Chinese",3.71428571428571,3.46666666666667,3,4,3.66666666666667,4,2.66666666666667,46,29
173,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,4,2,2,2,1,4,1,25,3,4,3,3,4,4,4,3,3,4,4,4,4,4,4,2,6,6,6,6,6,6,6,6,5,3,5,2,5,4,2,1,"Chinese",2.28571428571429,3.6,3.33333333333333,4,4,3.33333333333333,3.33333333333333,48,27
174,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Other, please specify:","Nature and universe",1,4,2,1,2,1,3,26,3,3,3,3,4,3,3,4,4,4,3,4,4,4,4,4,6,4,6,6,5,4,6,5,2,1,2,2,3,3,1,2,"Chinese",2,3.6,3,3.66666666666667,3.33333333333333,4,4,42,16
179,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite important","Often","Moderately so","No","Female",NA,"Indian",NA,"Bachelor’s degree","Islam",NA,2,2,2,4,3,2,2,30,3,2,3,2,3,3,2,3,3,4,3,2,3,3,3,1,6,6,6,6,6,6,6,6,5,5,5,6,4,6,1,5,"Not Chinese",2.42857142857143,2.66666666666667,2.33333333333333,2.66666666666667,2.66666666666667,3.33333333333333,2.33333333333333,48,37
182,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,3,4,2,2,2,2,2,27,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,5,5,5,5,6,6,6,5,4,4,4,4,4,4,4,3,"Chinese",2.42857142857143,2.86666666666667,2.66666666666667,3,3,3,2.66666666666667,43,31
201,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,4,2,1,3,4,3,2,35,3,3,3,3,3,2,3,3,3,3,2,3,2,2,3,3,6,4,6,4,5,6,6,4,4,2,3,4,4,4,3,3,"Not Chinese",2.71428571428571,2.73333333333333,3,2.33333333333333,2.66666666666667,3,2.66666666666667,41,27
235,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"College/Pre-university graduate","Islam",NA,3,5,3,5,2,4,5,25,0,2,2,2,3,3,1,3,1,3,3,4,1,1,2,2,3,5,6,5,3,6,6,4,4,3,5,3,3,5,6,2,"Not Chinese",3.85714285714286,2.2,2,2.66666666666667,2.33333333333333,2.33333333333333,1.66666666666667,38,31
236,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,5,4,3,5,3,4,4,27,5,4,4,4,3,3,3,4,4,4,4,4,4,4,2,1,6,5,6,5,5,6,6,6,4,4,5,4,5,4,4,4,"Not Chinese",4,3.46666666666667,4,4,3,4,2.33333333333333,45,34
242,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,4,4,3,4,4,4,3,25,4,3,1,3,2,2,1,2,3,2,1,2,2,3,4,4,5,5,5,5,6,6,6,6,4,3,4,3,4,4,1,1,"Chinese",3.71428571428571,2.33333333333333,2.33333333333333,1.66666666666667,1.66666666666667,2.33333333333333,3.66666666666667,44,24
247,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Bachelor’s degree","Christianity",NA,4,3,2,2,2,3,3,36,0,2,1,2,3,3,2,4,4,4,3,3,3,3,4,2,5,5,5,6,6,4,3,5,3,4,3,3,3,4,2,2,"Not Chinese",2.71428571428571,2.86666666666667,1.66666666666667,3,2.66666666666667,4,3,39,24
258,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No",NA,NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,4,4,4,4,2,2,4,25,0,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,4,4,4,4,4,4,4,4,3,2,4,3,4,3,3,3,"Chinese",3.42857142857143,2.2,2.66666666666667,2.33333333333333,2,2,2,32,25
261,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,4,2,1,4,2,1,1,26,0,4,1,1,2,2,1,2,3,3,1,2,1,3,2,3,5,3,4,4,3,4,6,4,3,1,2,1,1,2,1,1,"Chinese",2.14285714285714,2.06666666666667,2,1.33333333333333,1.66666666666667,2.66666666666667,2.66666666666667,33,12
277,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Master’s degree","Buddhism",NA,3,2,2,2,2,2,1,28,3,2,2,1,3,3,4,1,1,2,3,3,4,2,3,1,6,4,5,5,5,4,6,4,4,6,3,5,2,3,2,1,"Chinese",2,2.33333333333333,1.66666666666667,3.33333333333333,3.33333333333333,1.33333333333333,2,39,26
302,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,5,5,4,5,4,5,5,25,3,1,1,3,4,3,3,4,4,4,2,2,3,2,3,3,5,3,5,4,5,4,6,5,4,2,2,5,4,4,4,3,"Chinese",4.71428571428571,2.8,1.66666666666667,2.33333333333333,3.33333333333333,4,2.66666666666667,37,28
303,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Indian",NA,"Bachelor’s degree","Christianity",NA,4,4,3,5,3,2,4,32,4,1,2,3,1,2,2,3,3,2,2,2,2,2,3,4,5,3,5,4,4,6,6,5,4,1,2,2,2,3,2,1,"Not Chinese",3.57142857142857,2.26666666666667,2,2,1.66666666666667,2.66666666666667,3,38,17
307,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Master’s degree","Other, please specify:","Free-thinker",3,4,3,2,4,3,3,29,2,1,2,1,1,2,2,3,3,3,1,1,3,3,3,3,6,6,6,5,6,5,6,6,3,1,4,2,2,5,1,1,"Chinese",3.14285714285714,2.13333333333333,1.33333333333333,1.66666666666667,1.66666666666667,3,3,46,19
316,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Agnosticism",NA,2,4,3,3,3,4,1,27,0,1,3,1,2,2,1,3,2,3,2,1,2,3,3,3,5,4,5,4,4,5,5,4,1,1,2,2,3,3,1,1,"Chinese",2.85714285714286,2.13333333333333,1.66666666666667,1.66666666666667,1.66666666666667,2.66666666666667,3,36,14
318,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,4,2,2,2,2,3,3,27,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,2,3,1,3,3,3,3,2,1,"Chinese",2.57142857142857,3.2,3.66666666666667,3,3,3.33333333333333,3,15,19
320,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Professional degree","Christianity",NA,4,4,3,5,4,1,3,26,0,1,1,1,2,1,1,1,2,3,1,1,1,1,2,3,6,5,5,5,4,5,6,5,2,1,1,1,5,5,1,1,"Chinese",3.42857142857143,1.46666666666667,1,1,1.33333333333333,2,2,41,17
332,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,3,4,2,4,3,4,3,28,3,2,3,3,2,1,1,2,3,3,3,2,2,2,2,3,5,4,5,5,5,5,5,4,2,1,2,2,2,4,3,1,"Chinese",3.28571428571429,2.26666666666667,2.66666666666667,2.33333333333333,1.33333333333333,2.66666666666667,2.33333333333333,38,17
339,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"College/Pre-university graduate","Christianity",NA,4,3,2,2,4,4,1,25,0,2,2,2,3,3,2,2,3,3,4,3,4,2,4,2,6,6,6,6,6,6,6,5,4,4,5,4,4,5,4,5,"Chinese",2.85714285714286,2.73333333333333,2,3.66666666666667,2.66666666666667,2.66666666666667,2.66666666666667,47,35
347,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,5,3,2,4,3,4,2,26,0,4,3,3,2,2,2,4,4,3,3,4,3,3,3,3,4,4,5,5,6,6,5,5,6,5,5,4,5,6,4,2,"Chinese",3.28571428571429,3.06666666666667,3.33333333333333,3.33333333333333,2,3.66666666666667,3,40,37
359,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Master’s degree","Buddhism",NA,2,2,2,4,2,2,2,35,3,3,3,2,2,3,2,2,3,3,2,3,3,2,3,2,5,5,5,5,5,5,6,5,3,3,4,3,4,3,4,5,"Chinese",2.28571428571429,2.53333333333333,2.66666666666667,2.66666666666667,2.33333333333333,2.66666666666667,2.33333333333333,41,29
362,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Agnosticism",NA,5,5,1,3,1,4,1,30,0,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,5,1,3,1,4,1,1,2,"Chinese",2.85714285714286,1.66666666666667,1.66666666666667,2,1,2,1.66666666666667,48,18
372,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,5,3,3,2,2,2,1,26,0,3,1,1,3,3,3,3,3,4,3,3,3,3,3,3,6,6,6,6,6,6,6,6,4,3,4,4,5,5,1,4,"Not Chinese",2.57142857142857,2.8,1.66666666666667,3,3,3.33333333333333,3,48,30
378,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Malay",NA,"College/Pre-university graduate","Islam",NA,4,4,2,3,2,4,5,30,3,3,1,4,4,3,2,2,3,2,1,2,4,3,2,1,6,4,5,5,4,5,6,6,3,2,5,3,5,5,5,1,"Not Chinese",3.42857142857143,2.46666666666667,2.66666666666667,2.33333333333333,3,2.33333333333333,2,41,29
396,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite important","Often","Moderately so","No","Female",NA,"Other, please specify:","Hindustani","Master’s degree","Islam",NA,4,4,3,3,1,2,2,35,0,2,3,1,2,1,3,4,4,4,4,4,3,3,1,4,6,6,6,6,6,6,6,6,2,4,4,4,3,4,1,2,"Not Chinese",2.71428571428571,2.86666666666667,2,3.66666666666667,2,4,2.66666666666667,48,24
403,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Professional degree","Christianity",NA,5,5,4,5,1,5,4,29,0,3,1,4,1,3,3,4,3,4,2,3,2,4,4,2,6,4,5,5,4,4,5,5,1,1,3,1,3,2,1,1,"Chinese",4.14285714285714,2.86666666666667,2.66666666666667,2.33333333333333,2.33333333333333,3.66666666666667,3.33333333333333,38,13
405,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"College/Pre-university graduate","Islam",NA,3,3,2,3,2,4,1,33,0,2,1,3,3,2,2,2,1,2,2,2,2,3,2,3,6,5,6,5,5,6,6,5,3,1,5,3,4,4,1,1,"Not Chinese",2.57142857142857,2.13333333333333,2,2,2.33333333333333,1.66666666666667,2.66666666666667,44,22
408,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,4,5,5,4,4,4,4,33,5,4,1,3,1,1,3,1,2,4,3,3,3,4,4,4,5,5,5,5,5,6,6,5,5,3,4,4,5,4,1,3,"Chinese",4.28571428571429,2.73333333333333,2.66666666666667,3,1.66666666666667,2.33333333333333,4,42,29
412,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Other, please specify:","Don't follow",4,3,2,4,4,3,2,38,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,4,2,4,5,5,6,6,5,4,4,3,3,4,1,1,2,"Chinese",3.14285714285714,1.46666666666667,1.33333333333333,1.33333333333333,1.33333333333333,1.66666666666667,1.66666666666667,37,22
425,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Master’s degree","Buddhism",NA,4,1,2,2,2,3,1,28,0,2,3,2,2,2,2,4,4,4,3,3,4,3,4,4,5,6,5,6,5,6,5,5,2,2,4,2,3,4,1,1,"Chinese",2.14285714285714,3.06666666666667,2.33333333333333,3.33333333333333,2,4,3.66666666666667,43,19
435,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Malay",NA,"College/Pre-university graduate","Islam",NA,2,4,4,5,5,5,1,38,6,4,2,4,1,1,1,4,4,4,3,4,4,4,2,4,5,4,5,6,5,6,6,5,3,1,2,1,4,5,6,1,"Not Chinese",3.71428571428571,3.06666666666667,3.33333333333333,3.66666666666667,1,4,3.33333333333333,42,23
23,100,NA,"Disagree","Neither agree nor disagree","Agree","No",NA,NA,NA,NA,"Male",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,4,4,2,5,3,2,2,30,5,3,2,1,2,2,2,4,3,2,2,2,1,2,2,4,6,5,5,4,5,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"Not Chinese",3.14285714285714,2.26666666666667,2,1.66666666666667,2,3,2.66666666666667,41,0
38,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Indian",NA,"College/Pre-university graduate","Christianity",NA,4,2,2,5,2,3,2,25,3,4,2,3,2,1,2,3,2,3,2,1,1,2,2,2,6,4,6,6,6,6,6,6,3,2,3,1,1,1,1,1,"Not Chinese",2.85714285714286,2.13333333333333,3,1.33333333333333,1.66666666666667,2.66666666666667,2,46,13
40,100,100,"Disagree","Agree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,4,4,2,3,3,4,4,27,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,3,"Chinese",3.42857142857143,2.93333333333333,2.66666666666667,3,3,3,3,26,31
51,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Master’s degree","Buddhism",NA,4,5,4,4,1,4,4,28,3,3,2,2,2,2,2,2,2,3,2,4,3,2,2,2,5,4,4,5,5,5,6,5,1,1,2,1,3,1,1,1,"Chinese",3.71428571428571,2.33333333333333,2.33333333333333,3,2,2.33333333333333,2,39,11
58,100,100,"Disagree","Strongly agree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Indian",NA,"Bachelor’s degree","Hinduism",NA,5,1,1,5,5,5,4,28,5,4,2,1,2,1,3,2,4,4,1,2,1,2,1,1,6,6,6,6,6,6,6,6,5,4,6,5,5,6,3,1,"Not Chinese",3.71428571428571,2.06666666666667,2.33333333333333,1.33333333333333,2,3.33333333333333,1.33333333333333,48,35
101,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Professional degree","Agnosticism",NA,2,2,2,4,4,2,2,25,0,1,1,1,2,1,2,4,4,4,1,1,1,3,4,4,5,5,6,6,6,6,6,6,2,4,1,1,4,4,1,1,"Chinese",2.57142857142857,2.26666666666667,1,1,1.66666666666667,4,3.66666666666667,46,18
143,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,2,4,1,3,3,2,3,26,1,3,3,3,2,3,1,3,3,4,4,2,2,3,4,3,5,5,4,5,5,4,5,4,4,2,3,2,2,4,4,1,"Chinese",2.57142857142857,2.86666666666667,3,2.66666666666667,2,3.33333333333333,3.33333333333333,37,22
164,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"College/Pre-university graduate","Buddhism",NA,5,4,4,4,4,4,2,25,2,3,1,1,3,1,1,2,2,2,2,3,1,3,2,3,6,5,5,5,6,6,6,5,3,2,3,2,4,3,4,1,"Chinese",3.85714285714286,2,1.66666666666667,2,1.66666666666667,2,2.66666666666667,44,22
197,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,4,4,3,4,3,3,4,31,5,1,3,2,1,3,2,2,2,2,2,3,2,2,2,1,6,5,6,5,5,5,6,5,4,1,2,4,5,5,2,2,"Not Chinese",3.57142857142857,2,2,2.33333333333333,2,2,1.66666666666667,43,25
203,100,100,"Agree","Neither agree nor disagree","Agree","No","Slightly important","Occasionally","Moderately so","Yes","Female",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,3,2,2,4,2,4,4,25,0,3,3,3,2,3,2,3,2,2,3,3,2,3,3,3,5,5,4,4,5,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,"Chinese",3,2.66666666666667,3,2.66666666666667,2.33333333333333,2.33333333333333,3,37,0
215,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Indian",NA,"Bachelor’s degree","Atheism",NA,4,2,2,5,2,4,2,27,0,1,1,1,2,1,1,3,3,3,1,1,2,4,4,2,6,6,6,6,6,6,6,6,5,6,6,6,6,6,1,1,"Not Chinese",3,2,1,1.33333333333333,1.33333333333333,3,3.33333333333333,48,37
223,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"College/Pre-university graduate","Atheism",NA,4,4,3,5,2,2,4,25,5,4,1,3,4,4,4,4,4,4,4,4,2,4,3,4,6,5,6,6,6,6,6,6,2,1,4,3,6,1,1,1,"Chinese",3.42857142857143,3.53333333333333,2.66666666666667,3.33333333333333,4,4,3.66666666666667,47,19
240,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No",NA,NA,"Chinese",NA,"Bachelor’s degree","Agnosticism",NA,4,3,2,5,4,4,2,26,3,3,1,3,3,1,1,2,1,1,3,2,1,2,1,1,6,6,6,5,6,5,6,5,2,1,1,2,4,5,1,1,"Chinese",3.42857142857143,1.73333333333333,2.33333333333333,2,1.66666666666667,1.33333333333333,1.33333333333333,45,17
281,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,2,2,2,4,2,2,2,36,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,5,3,4,3,3,3,4,2,"Not Chinese",2.28571428571429,3,3,3,3,3,3,48,27
285,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Master’s degree","Islam",NA,4,4,4,4,4,3,2,26,3,2,2,3,2,2,2,3,3,3,1,2,3,2,2,2,5,4,5,4,4,4,6,4,3,2,4,3,5,5,2,2,"Not Chinese",3.57142857142857,2.26666666666667,2.33333333333333,2,2,3,2,36,26
297,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Other, please specify:",NA,"College/Pre-university graduate","Christianity",NA,4,4,4,3,4,2,4,35,3,1,1,2,1,1,1,2,1,2,2,2,2,1,2,2,5,2,5,5,5,4,6,5,3,1,4,3,4,2,3,1,"Not Chinese",3.57142857142857,1.53333333333333,1.33333333333333,2,1,1.66666666666667,1.66666666666667,37,21
305,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,4,2,2,2,3,4,2,34,5,1,3,2,3,3,3,1,3,2,3,3,2,3,3,2,5,6,5,6,6,6,6,6,4,1,4,3,5,5,3,2,"Not Chinese",2.71428571428571,2.46666666666667,2,2.66666666666667,3,2,2.66666666666667,46,27
308,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,2,3,3,4,3,2,1,29,3,3,2,2,3,2,3,4,4,4,3,3,3,3,3,3,5,5,5,6,6,6,6,5,5,3,2,1,4,2,4,2,"Not Chinese",2.57142857142857,3,2.33333333333333,3,2.66666666666667,4,3,44,23
311,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,4,4,3,4,4,4,4,33,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,4,5,5,4,3,4,3,2,4,3,2,2,"Chinese",3.85714285714286,3,3,3,3,3,3,37,23
313,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Indian",NA,"Bachelor’s degree","Hinduism",NA,4,4,2,4,3,4,3,32,3,3,1,4,2,2,1,4,4,4,1,2,1,1,2,3,5,4,5,6,5,5,6,4,3,2,4,2,2,5,1,3,"Not Chinese",3.42857142857143,2.33333333333333,2.66666666666667,1.33333333333333,1.66666666666667,4,2,40,22
314,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,5,5,5,5,5,5,5,27,4,2,1,1,1,1,1,3,4,4,3,4,4,3,4,4,5,6,6,5,4,6,6,6,4,2,4,1,2,5,5,1,"Chinese",5,2.66666666666667,1.33333333333333,3.66666666666667,1,3.66666666666667,3.66666666666667,44,24
315,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Doctorate","Buddhism",NA,2,2,2,4,2,2,3,34,5,3,2,3,1,1,1,4,4,4,3,2,4,3,1,4,6,5,6,5,6,5,6,5,5,5,4,2,5,5,2,2,"Chinese",2.42857142857143,2.66666666666667,2.66666666666667,3,1,4,2.66666666666667,44,30
323,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite important","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,5,5,4,2,4,2,2,26,0,1,2,1,1,1,1,1,2,3,4,2,3,4,3,4,5,4,6,5,5,5,6,5,4,2,4,4,4,4,5,2,"Chinese",3.42857142857143,2.2,1.33333333333333,3,1,2,3.66666666666667,41,29
333,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Master’s degree","Atheism",NA,4,4,3,3,5,4,3,28,2,3,3,3,3,3,1,3,3,3,3,3,2,2,4,4,5,4,5,4,5,6,6,5,1,1,1,1,3,1,1,1,"Chinese",3.71428571428571,2.86666666666667,3,2.66666666666667,2.33333333333333,3,3.33333333333333,40,10
358,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,4,4,1,2,2,2,2,25,4,3,3,3,3,3,3,4,4,4,2,4,2,3,3,2,5,3,5,4,4,5,6,5,1,1,2,1,3,2,1,1,"Not Chinese",2.42857142857143,3.06666666666667,3,2.66666666666667,3,4,2.66666666666667,37,12
361,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite important","Often","Moderately so","No","Female",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,1,1,1,3,3,1,1,34,5,2,2,2,4,4,4,1,1,3,2,4,2,2,1,3,5,3,4,5,4,5,6,5,3,1,5,2,5,4,2,1,"Not Chinese",1.57142857142857,2.46666666666667,2,2.66666666666667,4,1.66666666666667,2,37,23
384,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Other, please specify:","Chinese-Malay","Bachelor’s degree","Agnosticism",NA,2,2,1,4,1,4,2,25,4,4,4,4,4,3,4,3,4,4,4,4,4,3,3,3,6,6,6,6,6,6,6,6,2,2,3,2,5,4,1,1,"Not Chinese",2.28571428571429,3.66666666666667,4,4,3.66666666666667,3.66666666666667,3,48,20
388,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Other, please specify:","Free thinker",2,2,2,2,2,2,2,25,2,2,2,2,3,2,3,3,3,3,2,2,2,3,3,3,6,6,6,6,5,5,6,6,4,3,4,4,4,4,3,3,"Chinese",2,2.53333333333333,2,2,2.66666666666667,3,3,46,29
